gene,mutated_samples,dcb_mutated,dcb_wildtype,no_dcb_mutated,no_dcb_wildtype,dcb_mutation_fraction,no_dcb_mutation_fraction,odds_ratio_dcb,p_value,flag_gene,biology_panel,frequency_tier,q_value
POLE,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,DNA repair,primary_screen,1.0
POLR3D,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PPP2R5C,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PRR16,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PRR21,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PRSS38,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PTBP3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PTH1R,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PTK2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
PTPRN,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RALGAPA2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RASGRF2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RASGRP1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RELCH,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
REST,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RFPL1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RHPN2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RORC,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RPS6KA6,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
RSC1A1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
S1PR4,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SAA2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SALL3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SBF1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SCAP,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SCML2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SCUBE1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SEMA3D,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SEMA6C,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SEMA6D,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SERPINB11,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SIGLEC6,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SIN3B,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC12A5,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC17A2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC22A11,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC23A3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC26A3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC38A8,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC67A2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC6A16,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC6A7,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLC9A4,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SLTM,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SMURF2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SNAPC4,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SNX13,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SOWAHB,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SP3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SPG7,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SPNS1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SRARP,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SSH2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SSTR1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
STAG3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
STK24,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SUGCT,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SULT1C2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SUPT6H,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SYBU,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
SYCP2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TAOK2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TASOR2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TBC1D22B,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TBC1D8,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TCOF1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TEK,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TET1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TMC6,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TMEM131,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TMEM132A,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TMEM174,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TMEM202,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TMEM63C,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TNRC6B,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TNS3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TOPORS,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TPCN1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TRDN,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TRIM6,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TRIM71,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TRIML1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TRIO,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TROAP,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TRPS1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TSC2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TTC13,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TXNDC2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
TYW1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
UBXN10,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
USP32,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
VPS50,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
WDR47,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
WFIKKN2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
WHRN,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
XRN1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
XYLB,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
YTHDC2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZBED2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZC3H13,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZCCHC12,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZDHHC2,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF112,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF441,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF442,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF485,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF502,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF556,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF585B,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF628,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF683,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF780A,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZNF814,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZP3,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZSCAN1,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
ZSCAN4,5,2,27,3,73,0.06896551724137931,0.039473684210526314,1.8024691358024691,0.6146848996847019,False,,primary_screen,1.0
NRAS,34,8,21,26,50,0.27586206896551724,0.34210526315789475,0.7326007326007326,0.6425415954884633,False,Melanoma drivers,primary_screen,1.0
TTN,67,20,9,47,29,0.6896551724137931,0.618421052631579,1.3711583924349882,0.6502626811061485,True,,primary_screen,1.0
ABCC2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ABLIM3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ADAMDEC1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ADAMTS13,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ADAMTS19,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ADAMTS2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ADH6,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
AFF4,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ANKHD1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ANKRD12,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ARHGEF28,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ARNT,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ATAD2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ATP9A,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
BCORL1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
BDP1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
BLK,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
BOC,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
BPIFB6,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
C10ORF71,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
C8A,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CABIN1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CACNA1I,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CADM3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CAPSL,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CCDC60,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CCDC80,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CD22,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CDH16,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CFAP43,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CFAP44,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CIITA,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CNMD,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
COL10A1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CPD,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CPS1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CSF1R,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
CUX1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DCAF12L1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DIAPH3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DIP2C,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DNAAF1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DPYS,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DRC7,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DUSP11,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DZIP1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
DZIP3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
EEA1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
EIF2AK4,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
EIF4G1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ELL2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ENPP3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ERG,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
EZH2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
FAM83C,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
FBXW10B,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
FUT5,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
GFRA1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
GIMAP7,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
GPX5,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
GRAMD1B,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
HERC6,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
HGF,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
HRC,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
HSP90B1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
IGSF21,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
IKZF3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
IL1B,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
IMPG2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
INSR,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ITGB8,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
ITPKB,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
JARID2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KCND2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KDM4D,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KIAA1614,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KIF16B,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KIF5C,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KIR2DL3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
KRT79,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
LIG1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
LILRA4,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
LNX1,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
LRRC32,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MAGEA4,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MANBA,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MAP2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MED13L,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MEPE,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MMP16,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MYLK,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MYOF,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
MYOM3,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
NBEAL2,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
NDST4,6,2,27,4,72,0.06896551724137931,0.05263157894736842,1.3333333333333333,0.6670877533275822,False,,primary_screen,1.0
